subject,lsc_T2W20,atd_T2W20,density_T2W20,diameter_T2W20,asp_T2W20
CSO-15-10A-MAARLO,8.118421052631579,2.337110109510101,0.1416037377021978,9.223684210526317,3.943138412585007
CSO-15-10A-SFEGA,6.026315789473684,2.1153945557909224,0.1215366201882414,12.947368421052632,5.105787333400581
CSO-15-10B-MEBUAR,10.172727272727272,2.413494381435558,0.1485622324793447,8.963636363636363,3.829644480046957
CSO-15-10B-YVBUAN,10.387096774193548,2.291687373874281,0.1386935171090769,8.983870967741936,3.8229863067511625
CSO-15-10C-ALBAHO,5.727272727272728,1.9272727272727272,0.103030303030303,16.454545454545453,6.425837320574163
CSO-15-10C-SSCAMO,8.49367088607595,2.37433133866492,0.1463952886142014,10.172995780590718,4.198865019224975
CSO-15-11C-JETALO,9.01980198019802,2.44775470678936,0.1537674985985993,8.811881188118813,3.751801109754088
CSO-15-7B-JCRAGA,11.676470588235292,2.2040128796616685,0.1325856813313561,8.176470588235293,3.567065985320857
CSO-15-8A-VBMABR,11.12121212121212,2.3367927642437447,0.1448530800697983,7.878787878787879,3.495832097612283
CSO-15-8B-KEPOGO,10.357954545454543,2.2313321074350485,0.135173384621914,9.755681818181818,4.118819837390851
CSO-15-9B-ALRIHE,10.4,2.2136992633591897,0.1322292864514226,9.9875,4.180050909702612
