subject,z_pe_T2W20,z_l2_T2W20,z_density_T2W20,z_diameter_T2W20,z_asp_T2W20,y_true,y_pred
CSO-15-8B-KEPOGO,-0.8085749327341712,-1.2523883616129547,-2.076545569419861,0.04293855794270662,-0.07119476985931558,7,11.004357
CSO-15-9B-ALRIHE,-0.7900090497334812,-0.5461050790150953,0.13738917414347343,0.0959093561172486,0.13050240421295092,8,14.197809
CSO-15-9B-AMSAGO,-0.5983091862996426,-1.4373302157719916,1.1506255674362158,-0.3215176502863566,-0.16514618078867516,32,13.798445
CSO-15-9B-JCAPA,-0.9214686237970996,-1.5354602165222142,0.3408784672419211,0.40822850513458114,0.08480142879486108,14,13.547102
CSO-15-9B-KSBEJA,-0.15967751693725538,-0.06389281145731529,0.29980686791737854,0.15859996128082174,0.21747093327840053,28,15.62243
CSO-15-9B-RMCHLU,-0.6939710960388188,-1.266066569646198,-1.115249200820925,0.037965150515238744,0.04717195097605373,9,12.179973
CSO-16-10A-JEGAHE,0.008034318923948902,-0.26758998966217207,-1.9805829582214338,-1.4716148195266716,-0.015004821777344081,9,11.443364
CSO-16-10A-MSACO,-0.34871980126698976,-0.4259834124247226,0.3421639130910239,-0.9453448845545435,-0.5907382895151795,15,13.2015
CSO-16-10A-SMOUT,-0.4242103045781463,-0.30090032037099235,-2.362876529057819,-1.5666714248657212,1.1329231204986543,4,11.648387
CSO-16-10A-YKMUJO,0.2805149148305256,2.4334467655817638,-0.1065092096328728,-0.33831557846069243,0.19365619087219277,15,17.632915
CSO-16-10B-JESUGU,-0.332348788897198,-0.14900284322102883,-1.883381357510884,0.1626254936854039,-0.1253101447423293,10,12.842705
CSO-16-10B-LTVIFA,-0.4118509098688759,-1.31653350798289,-1.928600954691568,0.13528677972157693,-0.0025841296513884338,20,11.64584
CSO-16-10B-VVILI,-0.38797708670298037,-1.2378382396698004,0.45706135114033797,0.0028916835784920103,0.12552255471547322,30,14.129783
CSO-16-10C-ACALGU,-0.6574716046651193,-0.1386128714879341,-1.1001620534261058,0.15826993910471465,-0.032215822855634624,19,13.39993
CSO-16-10C-MAVAVE,-0.6489518686930335,-0.45145548629760834,-2.314309808095292,1.6970330066680874,0.7408991832733143,11,14.193337
